,customer_id,product_id,type,brand,category,shop_category,date
88976,173722,23753,1,Other,Phone,Electronics,2018-03-30
162106,1358492,154301,1,Other,Sunscreen Cream,Beauty Makeup,2018-03-04
28743,1143501,14569,1,DELL,Notebook,Electronics,2018-02-02
150221,1232737,371018,1,Sony,Digital Camera,Electronics,2018-04-02
50052,1110620,287658,1,Lenovo,Notebook,Electronics,2018-03-31
124005,248583,153599,1,Huawei,Phone,Electronics,2018-04-11
145793,1376214,99463,1,Huawei,Phone,Electronics,2018-03-17
103607,1037683,16006,1,Other,Phone,Electronics,2018-02-22
177719,295857,64505,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-30
48839,902752,187212,1,HLA,Coat,Clothes,2018-04-09
67526,755781,45934,1,Other,Coat,Clothes,2018-03-30
20703,811880,370291,1,Sumsung,Phone,Electronics,2018-03-18
133315,1559277,172052,1,Supor,Electric Kettle,Household Eletric Appliance,2018-04-09
30465,95982,109631,4,Lipton,Tea,Food,2018-03-21
27763,890789,39124,1,LukFook,Bracelet,Jewellery Accessories,2018-03-29
70646,1201085,145400,1,Gree,Air Conditioner,Household Eletric Appliance,2018-02-12
31427,967285,230321,1,Sony,Digital Camera,Electronics,2018-03-20
67052,527661,219939,1,Nikon,Digital Camera,Electronics,2018-02-05
125721,321505,345645,1,Other,Coat,Clothes,2018-03-31
29539,1437170,7219,1,Apple,Phone,Electronics,2018-02-05
23904,220935,147835,1,Jeans West,Jeans,Clothes,2018-03-24
36179,179561,210986,1,Huawei,Tablet,Electronics,2018-04-09
122819,273937,108255,1,Kuka,Bed,Furniture,2018-03-17
132730,1140433,253646,1,Huawei,Phone,Electronics,2018-03-04
181468,1190889,6539,1,OPPO,Phone,Electronics,2018-02-02
53672,869641,6267,1,Apple,Phone,Electronics,2018-04-13
83495,1393023,182420,1,Other,Candy,Food,2018-03-08
1186,1046499,207861,1,Apple,Phone,Electronics,2018-04-07
115839,1377300,62538,1,Huawei,Tablet,Electronics,2018-04-10
167582,1037366,268217,1,Huawei,Phone,Electronics,2018-02-10
164757,388554,20648,1,Sumsung,Phone,Electronics,2018-04-04
28831,588937,309850,1,Other,Coat,Clothes,2018-02-25
75726,429260,73860,4,Other,Makerup Water,Beauty Makeup,2018-03-17
21824,1004113,317712,1,LukFook,Bracelet,Jewellery Accessories,2018-02-23
160540,839317,374716,1,Estee Lauder,Lipstick,Beauty Makeup,2018-03-07
150452,315969,317419,1,Other,Foundation Make-up,Beauty Makeup,2018-03-08
63010,20882,221511,1,Jeans West,Jeans,Clothes,2018-02-04
64774,785254,228681,1,Other,Facial Essence,Beauty Makeup,2018-03-18
151584,1055269,376041,1,HLA,Coat,Clothes,2018-03-26
47344,860950,367878,1,Acer,Notebook,Electronics,2018-03-19
47393,895161,258304,1,Konka,Washing Machine,Household Eletric Appliance,2018-03-30
168273,1188733,330811,1,Midea,Rice Cooker,Household Eletric Appliance,2018-04-08
25903,1004269,44716,1,Lays,Potatio Chips,Food,2018-02-07
4539,944255,341375,1,Joyoung,Induction Cooker,Household Eletric Appliance,2018-04-14
104001,1159826,310498,1,Ton Lion,Coat,Clothes,2018-03-11
119450,1340647,147937,1,Other,Coat,Clothes,2018-04-05
102268,1064585,158713,1,Huawei,Phone,Electronics,2018-02-24
97245,91341,308824,2,Kuka,Sofa,Furniture,2018-03-11
16253,538735,32167,1,Redmi,Phone,Electronics,2018-02-04
84413,1298059,85796,1,Huawei,Phone,Electronics,2018-03-29
15342,403118,13,4,Other,T Shirt,Clothes,2018-03-11
126860,1121607,118903,1,Lipton,Tea,Food,2018-02-24
103905,1489641,67909,1,Lipton,Tea,Food,2018-02-10
62425,1417127,186318,1,Other,Coat,Clothes,2018-03-13
44243,723626,265146,1,Huawei,Phone,Electronics,2018-03-11
169182,1186497,218482,1,Playboy,Coat,Clothes,2018-02-19
171644,660717,109682,1,Nikon,Digital Camera,Electronics,2018-02-06
138455,1097264,30982,1,Opple,Light,Furniture,2018-03-17
70394,810091,258625,1,HLA,Coat,Clothes,2018-02-05
148225,38230,159510,1,Olay,Face Cream,Beauty Makeup,2018-02-26
82945,231083,254483,1,Other,Foundation Make-up,Beauty Makeup,2018-03-12
88820,731108,25751,1,Lipton,Tea,Food,2018-03-19
20824,1333426,185929,1,Opple,Light,Furniture,2018-04-01
160155,1441636,284261,1,Ton Lion,Coat,Clothes,2018-03-20
4939,957893,164811,1,Other,Facial Essence,Beauty Makeup,2018-02-05
6513,432762,51947,1,Apple,Tablet,Electronics,2018-03-06
134840,1372453,53923,1,Lipton,Tea,Food,2018-03-19
94804,1076883,250156,3,Li-Ning,Football,Outdoor Sports,2018-04-10
1957,1580462,184168,1,Huawei,Phone,Electronics,2018-03-31
25989,1003953,52118,1,Lays,Potatio Chips,Food,2018-03-11
124973,261474,109321,1,SEPTWOLVES,Coat,Clothes,2018-02-07
125066,444392,273231,1,Other,Candy,Food,2018-03-25
69674,1327017,62507,1,Other,Coat,Clothes,2018-03-20
16512,1274475,326321,1,Other,Coat,Clothes,2018-03-03
9858,522638,186086,1,DELL,Notebook,Electronics,2018-03-05
120662,723483,69249,1,Innisfree,Eye Shadow,Beauty Makeup,2018-02-21
47411,746706,103392,1,Lipton,Tea,Food,2018-02-26
43590,918685,28520,1,Innisfree,Face Cream,Beauty Makeup,2018-03-12
72641,623739,21582,1,Quanyou,Bed,Furniture,2018-03-19
163504,657917,265213,1,Other,Coat,Clothes,2018-03-22
10603,447667,20119,1,Apple,Phone,Electronics,2018-02-24
82800,1461084,322329,1,Apple,Phone,Electronics,2018-02-22
170145,1451683,105030,1,Huawei,Phone,Electronics,2018-02-25
55587,1515589,233983,1,Quanyou,Bed,Furniture,2018-02-06
143350,819332,372993,1,Lancome,Facial Essence,Beauty Makeup,2018-03-10
64186,681568,170369,1,Chow Taiseng,Bracelet,Jewellery Accessories,2018-03-23
123444,1467097,369099,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-24
170297,312620,221696,1,Jeans West,Jeans,Clothes,2018-02-15
121641,1574823,255224,1,Other,Foundation Make-up,Beauty Makeup,2018-04-03
68099,923848,143910,1,Lipton,Tea,Food,2018-02-04
110147,152895,157222,1,Huawei,Phone,Electronics,2018-03-17
58038,40823,345768,1,DELL,Notebook,Electronics,2018-03-24
99104,794012,276289,3,Apple,Phone,Electronics,2018-04-13
174144,1089020,258625,1,HLA,Coat,Clothes,2018-03-07
70092,744613,206507,1,Other,Coat,Clothes,2018-02-10
58616,1273929,116371,4,Chow Tai Fook,Necklace,Jewellery Accessories,2018-02-08
28825,279503,100833,1,Li-Ning,Basketball,Outdoor Sports,2018-02-26
137014,594584,25221,1,Lipton,Tea,Food,2018-03-21
114380,880155,132206,4,Joyoung,Rice Cooker,Household Eletric Appliance,2018-04-11
183688,1197956,18239,1,Ton Lion,Coat,Clothes,2018-02-15
58559,1159214,29936,4,illuma,Milk Power,Mother and Infant,2018-02-04
29274,881414,191337,1,Other,Milk,Food,2018-03-31
149879,290383,76585,1,Opple,Light,Furniture,2018-03-26
96907,615384,288370,5,Other,Coat,Clothes,2018-04-11
130622,216817,323827,1,Olay,Lipstick,Beauty Makeup,2018-03-23
44869,429346,255710,1,Sumsung,Phone,Electronics,2018-02-03
155990,230577,232053,1,Ton Lion,Coat,Clothes,2018-03-26
125316,896763,4013,1,Apple,Phone,Electronics,2018-03-21
94351,179738,113344,5,Li-Ning,Badminton,Outdoor Sports,2018-04-10
162605,718604,204629,1,PEACEBIRD,Coat,Clothes,2018-02-07
164671,1383524,356813,1,Other,Cookie,Food,2018-02-06
106523,733184,290526,1,Other,Perfume,Beauty Makeup,2018-04-05
36807,1205356,224947,1,DELL,Notebook,Electronics,2018-03-10
61371,1489972,217699,1,Huawei,Phone,Electronics,2018-03-11
131901,1517180,8450,1,Other,Coat,Clothes,2018-03-22
10229,362010,142280,1,Huawei,Phone,Electronics,2018-02-07
127475,860604,365795,1,HLA,Coat,Clothes,2018-04-15
31982,1085861,64450,1,PEACEBIRD,Coat,Clothes,2018-03-22
87536,799772,78946,1,Huawei,Phone,Electronics,2018-02-16
161574,724901,360925,1,Huawei,Phone,Electronics,2018-04-10
160788,509917,352429,1,Other,Milk,Food,2018-02-09
168450,80541,169109,1,Other,Phone,Electronics,2018-02-13
148308,960666,109713,1,Other,Sunscreen Cream,Beauty Makeup,2018-03-07
19818,1189637,23536,1,Kuka,Bed,Furniture,2018-02-18
164761,583668,72820,1,Huawei,Phone,Electronics,2018-03-22
3780,421363,43540,1,Microsoft,Xbox,Electronics,2018-03-17
32978,286098,232954,1,Huawei,Tablet,Electronics,2018-03-25
92979,220626,33841,2,Olay,Facial Moisturizer,Beauty Makeup,2018-03-16
63764,1373166,267336,1,Lenovo,Notebook,Electronics,2018-02-02
164219,1156495,103392,1,Lipton,Tea,Food,2018-03-06
163376,18935,168796,1,Other,Coat,Clothes,2018-04-03
26557,632944,187606,1,UNIQLO,Coat,Clothes,2018-03-06
65205,956584,334412,1,Nikon,Digital Camera,Electronics,2018-02-15
40275,123200,361558,1,LEDIN,Coat,Clothes,2018-02-07
169029,563525,307260,1,Apple,Phone,Electronics,2018-02-14
25705,80018,70763,1,Lipton,Tea,Food,2018-03-31
103788,1117945,360925,1,Huawei,Phone,Electronics,2018-02-03
72798,782566,372633,1,Supor,Induction Cooker,Household Eletric Appliance,2018-04-04
160641,880108,51771,1,Redmi,Phone,Electronics,2018-04-10
64797,813250,117406,1,Microsoft,Xbox,Electronics,2018-02-07
56138,1478781,59203,1,Sony,Digital Camera,Electronics,2018-03-07
154081,660445,304532,1,Other,Cookie,Food,2018-03-04
118435,579931,355043,1,Microsoft,Xbox,Electronics,2018-02-26
100063,311891,365077,1,Estee Lauder,Facial Moisturizer,Beauty Makeup,2018-03-18
84270,17224,23298,1,Apple,Phone,Electronics,2018-02-21
18209,1107098,80994,1,Other,Facial Essence,Beauty Makeup,2018-03-19
158781,73595,75560,1,HLA,Coat,Clothes,2018-03-14
51117,1017438,248051,1,Huawei,Phone,Electronics,2018-02-03
1538,1306341,22734,1,Nikon,Digital Camera,Electronics,2018-02-12
3214,76330,337351,1,Other,Lipstick,Beauty Makeup,2018-02-20
9178,460347,6396,1,Sony,Digital Camera,Electronics,2018-02-04
111357,106741,111172,1,Microsoft,Xbox,Electronics,2018-03-31
19294,1288202,245398,1,Acer,Notebook,Electronics,2018-04-05
110701,159916,51713,1,Gree,Air Conditioner,Household Eletric Appliance,2018-04-02
46351,288414,162170,1,H&M,Coat,Clothes,2018-04-01
140047,980535,119073,1,Vivo,Phone,Electronics,2018-02-06
54442,163088,163117,1,Haier,Washing Machine,Household Eletric Appliance,2018-03-06
115425,750546,15832,1,Sumsung,Phone,Electronics,2018-02-09
139663,895709,90549,1,OPPO,Phone,Electronics,2018-03-15
119229,884045,65940,1,Lipton,Tea,Food,2018-04-11
158770,827226,235026,1,Estee Lauder,Foundation Make-up,Beauty Makeup,2018-03-01
180303,51684,291572,1,Lipton,Tea,Food,2018-02-20
145454,982511,164058,1,Acer,Notebook,Electronics,2018-02-18
87478,256328,251039,1,Other,Coat,Clothes,2018-02-01
15222,1053378,161640,1,Other,Coat,Clothes,2018-02-21
136279,411159,348693,1,Nikon,Digital Camera,Electronics,2018-02-01
9799,1241118,165264,1,Other,Candy,Food,2018-04-03
110803,18982,154624,1,Lipton,Tea,Food,2018-03-18
126779,1331719,260233,1,Other,Facial Moisturizer,Beauty Makeup,2018-03-15
178994,767189,69876,1,Apple,Phone,Electronics,2018-03-17
60452,636298,316489,1,SK-II,Perfume,Beauty Makeup,2018-02-13
116544,1085235,65228,1,Lipton,Tea,Food,2018-04-02
33925,554251,129767,1,UNIQLO,Coat,Clothes,2018-02-06
23903,571151,353282,1,Other,Facial Moisturizer,Beauty Makeup,2018-02-27
151174,1144991,314624,1,Nikon,Digital Camera,Electronics,2018-03-09
132560,91855,11763,1,Microsoft,Xbox,Electronics,2018-02-22
24892,1309857,54553,1,Opple,Light,Furniture,2018-02-09
71364,126277,319860,1,Other,Cookie,Food,2018-02-01
102640,466872,153147,1,Other,Candy,Food,2018-02-01
176066,296105,30876,1,Redmi,Phone,Electronics,2018-03-31
145946,143881,248051,1,Huawei,Phone,Electronics,2018-02-10
85998,164049,63193,1,Sumsung,Phone,Electronics,2018-04-10
181864,787716,370377,1,Huawei,Phone,Electronics,2018-02-23
156401,1593315,218920,1,Other,Milk,Food,2018-04-13
129194,453352,213210,1,Huawei,Phone,Electronics,2018-03-09
178441,143583,340144,1,Other,Phone,Electronics,2018-04-01
47878,82893,88385,1,Huawei,Phone,Electronics,2018-02-06
22181,9474,233579,1,Vivo,Phone,Electronics,2018-03-18
71568,1348868,244418,1,Other,Facial Moisturizer,Beauty Makeup,2018-03-15
89522,283527,182636,1,Huawei,Phone,Electronics,2018-02-13
152602,1309394,115454,1,Lipton,Tea,Food,2018-04-02
88660,349984,333544,1,OPPO,Phone,Electronics,2018-04-14
100604,1189666,336165,1,Huawei,Phone,Electronics,2018-02-03
39345,774948,225719,1,Haier,Refrigerator,Household Eletric Appliance,2018-02-09
28445,608317,314054,1,Acer,Notebook,Electronics,2018-03-01
149694,1307573,7376,1,LEDIN,Coat,Clothes,2018-02-02
31228,771930,2698,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-04-02
60775,1214117,14579,1,Haier,Television,Household Eletric Appliance,2018-02-04
24434,1109303,136477,1,Huawei,Phone,Electronics,2018-03-11
352,502551,370986,1,Lipton,Tea,Food,2018-02-06
103271,1089967,294256,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-04-04
182049,1321773,45865,1,Chando,Lipstick,Beauty Makeup,2018-02-17
79096,474510,97587,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-03-13
173078,1385787,378245,1,Other,Coat,Clothes,2018-02-06
486,269714,133699,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-02-25
30899,1019540,96187,4,Midea,Refrigerator,Household Eletric Appliance,2018-04-12
13255,151841,199368,4,Gree,Air Conditioner,Household Eletric Appliance,2018-02-08
138610,896605,71793,1,Olay,Eye Shadow,Beauty Makeup,2018-03-11
180715,908563,335460,1,Other,Phone,Electronics,2018-02-25
41951,436031,261068,1,Lipton,Tea,Food,2018-03-04
118744,672292,272773,1,Jeans West,Jeans,Clothes,2018-02-13
15949,937809,173838,4,Midea,Rice Cooker,Household Eletric Appliance,2018-04-12
146058,963495,70215,1,Other,Facial Essence,Beauty Makeup,2018-02-20
164614,189892,294792,1,Other,Coat,Clothes,2018-03-16
58615,1121543,181897,4,Other,Candy,Food,2018-02-08
163888,47703,132819,1,Other,Facial Essence,Beauty Makeup,2018-02-24
38076,305167,113880,1,Other,Coat,Clothes,2018-02-17
126404,244370,244975,1,Opple,Light,Furniture,2018-03-31
72646,870631,252056,1,Lipton,Tea,Food,2018-02-09
89814,493463,136494,1,Other,Candy,Food,2018-02-21
143182,381434,185142,1,Apple,Phone,Electronics,2018-03-15
110034,250144,22794,1,Opple,Light,Furniture,2018-04-06
58764,294562,304896,4,Estee Lauder,Facial Essence,Beauty Makeup,2018-02-21
178144,950988,277084,1,Other,Coat,Clothes,2018-03-17
56970,247983,348660,1,Apple,Tablet,Electronics,2018-04-06
181356,696149,293294,1,Kuka,Sofa,Furniture,2018-03-25
86631,405670,153700,1,Huawei,Phone,Electronics,2018-03-30
167155,291702,1054,1,KOPIKO,Coffee,Food,2018-03-25
66956,1518509,322715,1,Apple,Phone,Electronics,2018-04-02
98536,1198759,170561,2,Haier,Television,Household Eletric Appliance,2018-02-14
99434,859987,258625,1,HLA,Coat,Clothes,2018-03-13
171342,1375500,321442,1,HP,Notebook,Electronics,2018-02-07
167043,1077723,255631,1,Huawei,Tablet,Electronics,2018-03-13
179751,624342,135778,1,Other,Facial Mask,Beauty Makeup,2018-02-26
112818,223020,320471,4,Baleno,Coat,Clothes,2018-02-27
10754,470756,214895,1,Kuka,Bed,Furniture,2018-03-22
102257,571737,253638,1,Other,Phone,Electronics,2018-02-01
79749,371095,264403,1,Huawei,Phone,Electronics,2018-04-10
935,53338,70788,1,Other,Phone,Electronics,2018-02-21
133119,673743,70011,1,Innisfree,Eye Shadow,Beauty Makeup,2018-03-19
40556,1331551,260954,1,BE&CHERRY,Nut,Food,2018-03-09
79043,939500,140146,1,Huawei,Tablet,Electronics,2018-04-11
37917,765175,258492,1,Apple,Phone,Electronics,2018-02-03
33255,582779,280653,1,Nikon,Digital Camera,Electronics,2018-04-15
173009,392984,91946,1,Other,Facial Moisturizer,Beauty Makeup,2018-02-21
17975,384885,199608,1,Proya,Foundation Make-up,Beauty Makeup,2018-02-12
60805,1129662,53012,1,Other,Coat,Clothes,2018-02-14
107387,685038,125977,1,Lays,Potatio Chips,Food,2018-03-02
162842,473579,226545,1,DELL,Notebook,Electronics,2018-03-06
80132,270617,161130,1,Huawei,Tablet,Electronics,2018-03-17
18068,1359662,206459,1,Apple,Phone,Electronics,2018-04-13
19603,1026985,118725,1,Quanyou,Bed,Furniture,2018-02-06
39293,105400,206050,1,Gree,Air Conditioner,Household Eletric Appliance,2018-03-14
115601,419562,37680,1,Lipton,Tea,Food,2018-03-18
109168,199546,346446,1,Huawei,Phone,Electronics,2018-02-05
64596,745586,157852,1,Other,Phone,Electronics,2018-03-20
134601,1400665,142398,1,Other,Coat,Clothes,2018-03-26
23762,1294461,171782,1,Sumsung,Phone,Electronics,2018-02-07
183188,104366,153184,1,Other,Coat,Clothes,2018-03-01
53218,1091849,189676,1,Lipton,Tea,Food,2018-03-12
183664,938452,130846,1,Apple,Phone,Electronics,2018-03-22
93496,1262589,336989,2,Other,Milk,Food,2018-04-05
102842,269767,234523,1,HP,Notebook,Electronics,2018-02-23
19092,1473429,321121,1,Chow Tai Fook,Bracelet,Jewellery Accessories,2018-03-13
128820,278377,338841,1,Other,Cookie,Food,2018-02-25
139197,212255,147742,1,Apple,Phone,Electronics,2018-03-15
22231,1424806,144043,1,Loreal,Facial Essence,Beauty Makeup,2018-02-04
14961,1560910,144797,4,Midea,Rice Cooker,Household Eletric Appliance,2018-04-07
108015,1031102,219781,1,Apple,Tablet,Electronics,2018-04-07
55424,762903,120103,1,HLA,Coat,Clothes,2018-03-24
162506,1443999,24159,1,Huawei,Phone,Electronics,2018-03-13
114970,947194,28673,4,LittleSwan,Washing Machine,Household Eletric Appliance,2018-03-26
95672,821954,153075,3,Huawei,Tablet,Electronics,2018-04-10
14571,57735,141479,4,Innisfree,Face Cream,Beauty Makeup,2018-02-26
111699,578251,353523,1,Other,Coat,Clothes,2018-02-09
56371,702185,51487,1,Other,Coat,Clothes,2018-03-07
172722,1372147,282933,1,Apple,Tablet,Electronics,2018-03-05
104334,1063270,31590,1,Huawei,Phone,Electronics,2018-03-07
75727,629158,320893,1,Konka,Washing Machine,Household Eletric Appliance,2018-03-01
181377,795678,312271,1,illuma,Milk Power,Mother and Infant,2018-03-21
154850,1479505,17280,1,Innisfree,Face Cream,Beauty Makeup,2018-02-02
45299,807880,62538,1,Huawei,Tablet,Electronics,2018-03-22
24002,1154149,198767,1,Konka,Refrigerator,Household Eletric Appliance,2018-02-04
10702,619917,95028,1,illuma,Milk Power,Mother and Infant,2018-04-09
126162,1302416,17756,1,Other,Sunscreen Cream,Beauty Makeup,2018-02-27
107258,887095,348693,1,Nikon,Digital Camera,Electronics,2018-02-12
75962,1457880,90825,4,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-29
86421,784200,81598,1,PEACEBIRD,Coat,Clothes,2018-02-05
66858,883374,100122,1,OPPO,Phone,Electronics,2018-02-23
135122,1299950,221785,1,Loreal,Facial Essence,Beauty Makeup,2018-02-03
183595,1604992,24450,1,Other,Coat,Clothes,2018-04-10
130479,1510568,373939,1,Other,Coat,Clothes,2018-03-17
7623,63144,197855,1,Other,Coat,Clothes,2018-04-03
110304,925521,95872,1,Other,Phone,Electronics,2018-02-10
40199,1049869,66224,1,Adidas,Sport Suit,Outdoor Sports,2018-02-21
58235,1365911,77071,1,H&M,Coat,Clothes,2018-02-08
64324,30134,336068,1,Li-Ning,Badminton,Outdoor Sports,2018-02-22
157196,767543,264665,1,Nike,Basketball Shoes,Outdoor Sports,2018-03-10
119199,238977,319124,1,Other,Candy,Food,2018-03-13
724,53775,159583,1,Other,Coat,Clothes,2018-02-03
53298,456591,77543,1,Vivo,Phone,Electronics,2018-02-12
7486,1350245,312843,1,Other,Coat,Clothes,2018-04-08
160140,183064,73867,1,Li-Ning,Badminton,Outdoor Sports,2018-03-04
73869,864235,366808,4,Other,Lipstick,Beauty Makeup,2018-03-03
56877,478378,1937,1,Nike,Basketball Shoes,Outdoor Sports,2018-04-03
142290,1590431,344453,1,Redmi,Phone,Electronics,2018-02-05
51812,29759,80208,1,Other,Facial Essence,Beauty Makeup,2018-03-14
43537,807614,163317,1,Olay,Eye Shadow,Beauty Makeup,2018-03-11
18675,1048510,310506,1,Apple,Phone,Electronics,2018-02-06
87391,251514,116769,1,PEACEBIRD,Coat,Clothes,2018-03-02
56112,404767,77004,1,Other,Coat,Clothes,2018-02-07
86637,889196,213510,1,Li-Ning,Football,Outdoor Sports,2018-02-06
136915,749696,114257,1,Apple,Phone,Electronics,2018-03-09
167999,1182764,318249,1,Vivo,Phone,Electronics,2018-03-16
27639,980304,251958,1,Other,Phone,Electronics,2018-03-04
162774,679877,99729,1,Kuka,Bed,Furniture,2018-03-12
17467,283125,361381,1,Haier,Television,Household Eletric Appliance,2018-03-04
67714,1359549,42987,1,Lipton,Tea,Food,2018-04-14
154262,954546,356341,1,Apple,Phone,Electronics,2018-03-17
131156,370797,178377,1,Huawei,Phone,Electronics,2018-03-16
28419,711994,309784,1,Innisfree,Lipstick,Beauty Makeup,2018-02-11
23578,919584,336088,1,Other,Phone,Electronics,2018-03-01
95623,558234,68901,5,Other,Foundation Make-up,Beauty Makeup,2018-03-03
13051,700164,299038,4,Proya,Facial Moisturizer,Beauty Makeup,2018-02-01
25843,1248319,156583,1,Other,Coat,Clothes,2018-02-27
156207,364670,319860,1,Other,Cookie,Food,2018-03-26
95860,443120,235133,3,Microsoft,Xbox,Electronics,2018-04-09
109600,535450,74805,1,Microsoft,Xbox,Electronics,2018-02-07
36349,982697,188079,1,OPPO,Phone,Electronics,2018-02-03
176575,796192,267841,1,Nikon,Digital Camera,Electronics,2018-02-02
54869,317604,224207,1,HLA,Coat,Clothes,2018-04-06
175935,327634,293389,1,Lenovo,Notebook,Electronics,2018-03-11
136691,1291039,1888,1,Huawei,Phone,Electronics,2018-03-18
136051,1119408,169501,1,DELL,Notebook,Electronics,2018-04-14
164331,1504848,21390,1,DELL,Notebook,Electronics,2018-03-31
148923,1540702,375612,1,Huawei,Phone,Electronics,2018-03-14
10145,1601280,7663,1,Other,Phone,Electronics,2018-03-11
131999,932987,157852,1,Other,Phone,Electronics,2018-02-13
46325,583304,192821,1,Olay,Eye Shadow,Beauty Makeup,2018-03-04
61118,999645,221134,1,Other,Coat,Clothes,2018-02-15
97820,598854,138002,5,Lipton,Tea,Food,2018-03-09
138877,322169,103180,1,Huawei,Phone,Electronics,2018-03-30
47781,403539,158229,1,Apple,Phone,Electronics,2018-04-02
109012,369340,309628,1,Other,Facial Essence,Beauty Makeup,2018-04-09
149801,373748,160371,1,Other,Coat,Clothes,2018-03-29
78362,230874,282600,1,Huawei,Phone,Electronics,2018-04-10
42510,256433,130215,1,Other,Phone,Electronics,2018-04-01
58961,1457156,352307,4,Innisfree,Face Cream,Beauty Makeup,2018-03-03
22847,1525813,373788,1,Vivo,Phone,Electronics,2018-02-24
28533,1569917,119641,1,Sony,Digital Camera,Electronics,2018-02-03
958,1256106,227736,1,Loreal,Facial Essence,Beauty Makeup,2018-04-10
80644,1088386,87957,1,HP,Notebook,Electronics,2018-03-04
152381,268249,176662,1,Huawei,Phone,Electronics,2018-02-07
82068,1209115,223369,1,Olay,Sunscreen Cream,Beauty Makeup,2018-03-02
141262,1262004,118456,1,Other,Cookie,Food,2018-03-15
82797,768076,90614,1,Proya,Foundation Make-up,Beauty Makeup,2018-02-11
122850,697601,324510,1,Other,Cookie,Food,2018-02-22
71766,453796,148711,1,Sumsung,Phone,Electronics,2018-02-05
72425,69215,112978,1,Proya,Perfume,Beauty Makeup,2018-03-25
110200,1106738,141584,1,Lenovo,Notebook,Electronics,2018-03-16
156945,871019,330728,1,Lipton,Tea,Food,2018-03-11
59785,526,3747,4,Other,Facial Essence,Beauty Makeup,2018-03-24
14655,129381,60899,4,Lipton,Tea,Food,2018-03-29
87074,1538012,231854,1,Joyoung,Rice Cooker,Household Eletric Appliance,2018-02-26
37043,935902,60663,1,Huawei,Phone,Electronics,2018-03-02
108012,309766,281839,1,Lipton,Tea,Food,2018-03-31
479,220955,177453,1,Kuka,Bed,Furniture,2018-02-21
27219,1119546,371086,1,Loreal,Makerup Water,Beauty Makeup,2018-02-03
125265,410185,250936,1,H&M,Coat,Clothes,2018-02-09
137296,1509800,53901,1,Calbee,Oatmeal,Food,2018-02-01
68528,678089,285861,1,Other,Phone,Electronics,2018-02-05
59879,84911,84511,4,Lancome,Facial Essence,Beauty Makeup,2018-03-26
122499,1425880,140932,1,Other,Coat,Clothes,2018-02-09
112896,357506,107331,4,Olay,Sunscreen Cream,Beauty Makeup,2018-03-02
33742,1505043,244742,1,Apple,Phone,Electronics,2018-03-14
153555,1015369,153599,1,Huawei,Phone,Electronics,2018-04-05
152769,567184,351375,1,UNIQLO,Coat,Clothes,2018-03-21
120571,253047,336248,1,Huawei,Phone,Electronics,2018-02-08
36373,1561535,129619,1,Chando,Foundation Make-up,Beauty Makeup,2018-03-12
99024,115946,201824,2,Other,Coffee,Food,2018-04-03
20423,453837,191016,1,Huawei,Phone,Electronics,2018-02-26
82819,619069,346332,1,Other,Cookie,Food,2018-03-22
167369,521352,910,1,Chando,Face Cream,Beauty Makeup,2018-04-09
54362,342558,14616,1,Other,Milk,Food,2018-02-03
131793,1183956,336933,1,Other,Milk,Food,2018-02-02
176657,1030991,357682,1,Other,Cookie,Food,2018-02-21
51196,740934,249674,1,Redmi,Phone,Electronics,2018-03-18
2470,71916,110456,1,Apple,Phone,Electronics,2018-03-01
117524,437154,266960,1,Lancome,Face Cream,Beauty Makeup,2018-02-09
106735,288265,36819,1,Sumsung,Phone,Electronics,2018-03-20
33259,824662,39959,1,Huawei,Phone,Electronics,2018-03-17
90623,955053,57028,2,Lipton,Tea,Food,2018-03-22
119354,274393,73945,1,Olay,Eye Shadow,Beauty Makeup,2018-03-02
56521,981784,92466,1,HLA,Coat,Clothes,2018-03-04
105006,275624,218305,1,Innisfree,Perfume,Beauty Makeup,2018-02-27
36312,1141429,175488,1,DELL,Notebook,Electronics,2018-03-08
61602,623459,20119,1,Apple,Phone,Electronics,2018-03-29
63517,884377,321142,1,Quanyou,Bed,Furniture,2018-03-03
99664,901084,168938,1,Midea,Induction Cooker,Household Eletric Appliance,2018-04-13
35703,883418,153862,1,Huawei,Phone,Electronics,2018-03-12
10041,1198506,77041,1,HLA,Coat,Clothes,2018-03-26
83670,1084013,330071,1,DOVE,Chocolate,Food,2018-02-09
133912,895709,101883,1,Apple,Phone,Electronics,2018-02-21
25613,757197,295424,1,Other,Face Cream,Beauty Makeup,2018-03-14
105169,1253376,377041,1,Apple,Phone,Electronics,2018-03-31
98217,412528,75653,3,Apple,Phone,Electronics,2018-04-13
68760,1309813,138397,1,SEPTWOLVES,Coat,Clothes,2018-02-24
139537,1233399,284958,1,Huawei,Phone,Electronics,2018-02-05
10413,882824,302974,1,KOPIKO,Coffee,Food,2018-02-14
29273,40706,83128,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-04-10
111633,203669,357393,1,Proya,Makerup Water,Beauty Makeup,2018-02-08
