vender_id,shop_id,fans_num,vip_num,shop_reg_tm,cate,shop_score
7334,5160,1362,11026,2017-7-20,66,8.965378
9343,6356,237,1531,2017-8-31,66,9.996622
6396,2332,5059,5816,2017-7-10,66,9.28191
7089,1967,107962,84039,2015-6-26,66,9.579083
6348,3097,12878,39183,2017-6-27,66,9.726422
5897,9774,22630,116932,2015-1-15,66,9.517423
8450,8781,5343,7957,2017-6-8,66,9.630209
8525,7253,112623,144936,2015-2-5,66,9.425901
8805,2206,5529,37948,2017-5-31,66,9.289886
4072,221,2110,5288,2017-5-26,66,9.644101
7487,4182,6865,8794,2017-5-24,66,9.65565
5820,3890,2766,8332,2017-6-9,66,9.902775
8586,2759,23038,223298,2014-5-6,66,9.279116
6172,3537,201571,28740,2017-5-18,66,9.551284
5849,7473,496,8764,2017-5-26,66,9.337447
9551,5035,10657,39498,2017-5-9,66,9.0137
1526,266,7617,10996,2017-5-5,66,9.744649
661,969,87644,284295,2017-5-6,66,9.417789
8125,8343,1958,15348,2015-6-11,66,9.515147
7202,5236,2768,23684,2017-5-3,66,9.37375
8282,4858,22240,35642,2015-6-12,66,9.695825
5614,33,95769,15494,2017-4-20,66,9.76558
5498,3999,873,6787,2017-4-21,66,9.365179
6191,9086,2893,6975,2017-4-26,66,9.858679
5462,7979,11155,1975,2017-4-23,66,9.51949
2801,7805,2691,109949,2015-6-10,66,9.287105
4710,6793,1635,6876,2017-4-10,66,9.947296
6506,288,2004,11377,2017-6-26,66,9.508008
7220,6988,20097,1859,2017-4-24,66,9.656523
713,2314,2097,5468,2017-4-19,66,9.771467
8912,2946,2794,73286,2017-5-9,66,9.146486
8802,7934,3359,72828,2015-6-4,66,9.422821
5746,8594,983,11140,2014-5-31,66,9.653396
8839,6234,5336,139060,2014-4-29,66,9.297563
5455,3648,656,15655,2017-3-23,66,9.553681
6707,4281,54846,66012,2015-8-17,66,9.767413
1765,8255,5919,48050,2017-3-20,66,9.797124
4542,2953,7671,150231,2014-4-21,66,9.083221
6771,265,12730,33494,2017-3-13,66,9.531482
6154,1631,23491,13733,2017-3-15,66,9.617328
8791,1824,14820,152216,2017-2-23,66,9.454362
3104,9596,90480,69934,2017-3-2,66,9.666751
8941,8237,10904,1558,2017-2-27,66,9.496803
4045,768,81,351,2017-5-6,66,9.495851
8572,6434,14922,24979,2017-2-14,66,9.537207
5622,2303,1768,6895,2017-2-12,66,9.649966
6409,9614,9473,7059,2017-2-6,66,9.562018
1961,9788,3801,72767,2014-4-17,66,9.689315
401,9807,4905,19621,2017-3-8,66,8.993179
7383,2202,52447,102108,2017-1-5,66,9.303944
8954,6300,382,3208,2017-1-6,66,9.547239
4868,448,14843,45036,2016-12-31,66,9.046224
1936,1207,413,3138,2017-1-4,66,9.661017
5444,5903,3230,7099,2017-1-8,66,9.69188
3977,856,3856,21826,2016-12-28,66,9.574024
2162,4037,54021,80827,2017-1-9,66,9.469376
1547,10347,7141,105076,2016-12-27,66,9.279316
7204,6139,5588,47769,2016-12-21,66,9.215224
2409,917,5928,16374,2016-12-30,66,9.722039
1388,3308,356,11367,2016-11-26,66,9.419872
2065,7958,503,11782,2016-11-27,66,9.147478
6753,6818,16914,43222,2016-11-25,66,9.529521
18,32,3871,11418,2016-11-29,66,9.825685
6073,4816,3749,67826,2014-4-4,66,9.554618
7905,5083,1782,16568,2016-10-25,66,9.856495
2003,3473,23264,20337,2016-10-14,66,9.652266
3455,8365,7144,17347,2016-10-15,66,9.763238
7149,3674,20747,26558,2016-10-4,66,9.344331
4716,4279,105398,93279,2017-2-6,66,9.456276
590,6193,1237,49382,2016-9-28,66,9.164322
8026,2301,1930,3554,2016-10-29,66,9.89187
7379,9609,4569,18911,2015-5-8,66,9.277887
2095,8646,65021,44320,2016-9-28,66,9.882125
9508,7714,6357,25874,2016-9-12,66,9.510934
1200,7569,587,4675,2016-9-9,66,9.388125
1382,6360,3119,43391,2016-9-1,66,9.02253
8137,3047,23974,61846,2016-9-1,66,9.508724
8467,3167,437,441,2016-9-19,66,9.575303
7579,7998,4060,125128,2015-5-12,66,8.914615
3539,1103,1303,69041,2016-8-20,66,9.381344
7294,433,5446,18823,2016-8-17,66,9.709385
1019,4722,624,1179,2016-8-30,66,9.812104
341,3552,1835,15052,2016-7-10,66,9.334903
8910,2679,82285,60844,2017-3-7,66,9.605947
306,5446,3275,30441,2016-7-15,66,9.654641
2592,401,1388,8080,2016-6-29,66,9.601825
5549,8675,2089,8444,2016-6-12,66,9.574624
3854,9210,22028,74636,2016-6-13,66,9.44501
2748,9507,393,12500,2016-5-31,66,9.019289
3413,5092,519,3383,2015-4-25,66,9.196253
9080,4471,674,27847,2016-5-31,66,9.526471
1949,5859,8357,116149,2014-11-4,66,9.200663
8250,402,853,3654,2015-5-6,66,9.738437
8454,880,1116,4397,2016-5-26,66,9.351644
5265,9404,1094,18206,2013-12-20,66,9.392084
2611,224,1055,61961,2011-9-16,66,9.889325
8717,8776,687,10061,2015-4-14,66,9.08457
5762,6861,26786,33411,2015-4-10,66,9.938798
502,3528,3938,32607,2015-4-15,66,8.964382
6434,176,9804,19038,2013-8-2,66,8.851416
9547,1127,112062,1389637,2013-8-1,66,9.559595
5126,8821,3396,29515,2013-7-5,66,9.23088
6847,4510,4338,86353,2013-6-4,66,9.290103
3612,6018,492765,1142028,2013-5-7,66,9.674323
3683,7509,392130,304896,2012-12-27,66,9.4876
2233,10393,9293487,13841676,2012-12-6,66,9.524399
4113,5673,8250,127230,2012-11-13,66,9.391849
4733,7170,65554,265853,2012-10-30,66,9.319863
1009,6274,429,7185,2016-5-20,66,9.821369
570,1853,453,4513,2016-6-21,66,8.925122
4285,3983,1297,35962,2015-3-23,66,9.468378
6247,9830,1497,52173,2016-5-14,66,9.127152
5194,9610,1386,44939,2016-4-22,66,8.908713
4820,6430,15449,14496,2016-4-27,66,9.752797
5040,384,1806,23596,2016-4-22,66,9.364349
9190,5121,120391,119936,2016-4-28,66,9.693793
5930,8850,22837,75928,2016-4-8,66,9.901322
7300,7591,30825,31750,2016-4-11,66,9.416741
5015,3737,763,36757,2016-6-13,66,8.915768
3871,3401,18386,56515,2016-4-8,66,9.397136
7526,9217,239,3858,2016-3-24,66,9.639726
1669,210,12175,571079,2016-3-23,66,8.980038
4995,8604,4886,8444,2016-4-11,66,9.747544
2448,8882,3604,140284,2016-3-18,66,9.068041
8796,3195,1411,9454,2016-3-18,66,9.415148
319,3483,186720,299606,2016-3-22,66,9.482349
5592,3708,4852,132660,2012-6-6,66,9.001676
3239,8611,25259,131676,2016-9-21,66,9.316103
4851,9576,12593,405339,2016-3-17,66,9.141133
1965,6358,8353,304078,2016-2-16,66,8.929726
5710,5782,8537,304199,2016-1-17,66,9.415168
3014,2688,9615,50112,2016-1-8,66,9.646054
2271,2986,7275,243130,2012-5-30,66,9.555236
6886,6723,24345,242188,2012-5-10,66,9.741913
9373,358,997,42964,2013-5-31,66,9.449723
260,1227,1011,15868,2015-12-22,66,9.68336
4867,4845,3552,49627,2015-12-24,66,9.26443
7764,2667,32954,8810,2015-12-14,66,9.344634
7659,622,11545,42372,2015-11-27,66,9.392419
7715,1413,15757,3327,2016-1-14,66,9.576415
6676,1864,22000,78434,2015-11-7,66,9.79707
3776,3876,3396,7878,2016-3-28,66,9.798964
5654,10295,18785,139995,2013-7-3,66,9.518351
8412,9293,2142,42790,2015-10-27,66,9.491826
3485,8537,823,9415,2015-10-26,66,9.572013
682,279,2907,45108,2015-10-23,66,9.303227
4073,8086,22984,9728,2015-10-19,66,9.200131
8944,2676,4055951,7311132,2012-3-22,66,9.685927
1853,5418,2737,25995,2015-9-29,66,9.727372
7575,3031,22573,162597,2015-2-26,66,9.285788
5985,3541,5039,59266,2014-12-2,66,9.690029
8511,755,5235,10751,2014-9-25,66,9.65323
2299,2420,4190,103811,2015-10-15,66,9.469711
1750,7624,1143,36455,2014-8-21,66,9.646154
6199,4334,6590,50026,2014-9-2,66,9.389698
987,10245,13035,75623,2014-11-6,66,9.456542
3090,3039,2039,11558,2014-7-30,66,9.162413
8059,4100,8096,46253,2014-7-14,66,9.613185
8485,843,4404,151941,2014-8-4,66,9.251018
2910,4892,7810,88790,2014-7-21,66,9.085168
1797,9365,8869,48518,2015-9-2,66,9.750723
4203,9303,102,3444,2018-3-26,66,9.392754
7756,2580,3394,26532,2015-9-8,66,9.548835
1386,7272,21724,6910,2018-3-26,66,10
6623,6630,1871,33221,2018-3-28,66,9.079598
3840,7373,1192,9974,2015-9-1,66,9.536545
1662,4390,24885,71174,2015-8-24,66,9.388847
6087,3353,35810,10988,2018-3-9,66,9.805771
4193,8669,1581,5309,2015-9-16,66,9.851096
316,7570,57147,680308,2015-2-3,66,9.590348
1208,2659,23054,408311,2015-8-21,66,9.625259
5761,8935,35,913,2018-3-3,66,9.083591
7331,6509,61,2358,2018-3-1,66,9.311485
4267,6805,310,8808,2018-2-28,66,9.103342
3839,2495,213,5541,2018-2-16,66,9.00695
4,6308,8496,17073,2018-2-5,66,9.763845
3143,9315,3453,56589,2015-8-27,66,9.226886
1439,8247,22063,9440,2018-3-1,66,9.873875
2360,4514,10299,4540,2018-1-23,66,9.463963
7581,4034,1888,34764,2012-2-20,66,9.402224
2979,4018,319,8429,2018-1-20,66,9.009614
9312,10386,166,6661,2018-1-19,66,8.999737
9428,69,1299,34381,2015-8-12,66,9.312872
2048,2950,1369,15158,2013-5-31,66,9.0942
1277,1812,16406,30636,2015-8-12,66,9.719749
5753,6402,386,5494,2017-12-29,66,-1
1268,7375,24865,99966,2015-3-14,66,9.48601
1896,7055,4676,38023,2014-6-26,66,9.686463
6437,7198,433,24403,2017-12-25,66,9.765014
9020,2966,823,7121,2017-12-27,66,9.957812
7902,4125,647,28949,2017-12-21,66,-1
1941,9464,378,8909,2017-12-20,66,8.993662
1411,5730,673,19770,2017-12-28,66,9.036642
972,8273,9721,13667,2015-8-4,66,-1
7974,3974,685,13693,2017-12-8,66,9.02122
2384,4060,312,12342,2017-12-7,66,8.915544
3696,9258,4342,11139,2017-12-6,66,9.616629
9720,1485,589,14317,2015-8-3,66,-1
6431,1385,279,1854,2017-12-13,66,9.100628
2267,9052,360,9926,2017-12-1,66,8.963865
8044,6323,136,141,2017-12-7,66,-1
5500,10361,12735,44971,2015-8-14,66,9.923505
4629,8348,24288,38106,2017-11-27,66,9.565708
3784,168,762,13645,2017-11-23,66,8.958914
5281,7644,489,378,2017-11-23,66,9.604699
7748,4401,20,24,2017-12-13,66,-1
8834,1314,8424,74409,2014-6-11,66,8.894321
318,7779,195244,890344,2015-7-30,66,9.599664
1087,9763,5164,38395,2014-6-12,66,9.506089
1068,8677,408,1998,2017-11-13,66,9.819111
8970,5750,7164,11162,2017-11-16,66,9.676006
9361,214,20265,16781,2017-11-10,66,9.475661
6919,9908,1876,45332,2014-6-26,66,9.500988
5920,1723,212,8387,2017-10-25,66,9.544136
386,4277,872,7165,2017-10-16,66,9.53328
7570,8534,1237,2260,2017-10-9,66,9.690945
1362,1925,217,2461,2017-9-29,66,9.563455
7391,567,11333,5621,2017-10-10,66,9.810363
3959,10217,39900,42747,2017-9-27,66,9.779646
5888,746,21657,137782,2014-5-30,66,9.581164
8776,4310,649,4560,2017-9-27,66,9.918617
7940,4258,496,5400,2016-11-16,5,9.198741
879,2907,232,3561,2016-4-25,5,9.373853
1229,9681,1259,31561,2014-5-5,5,9.764771
7626,7,7,9,2017-12-14,5,-1
3420,5298,308,678,2017-6-20,5,9.365831
92,2954,2723,29237,2015-3-20,5,9.146342
7742,8448,263,7602,2018-1-8,5,8.925512
7193,191,20577,222469,2013-4-23,5,9.165274
8483,1678,23855,26293,2012-9-28,5,9.334405
2572,9605,23470,160007,2013-5-27,5,9.441222
7332,10200,1871,72219,2017-12-15,5,9.251149
3304,175,896,40254,2017-12-25,5,9.191892
2116,4437,588,2144,2017-6-25,5,9.267466
6722,9739,3273,4995,2015-12-7,5,9.822532
3884,8123,56,320,2017-6-15,5,9.060873
3288,7070,2862,7549,2015-3-14,5,9.24243
5597,4558,5486,7941,2017-7-4,5,9.899033
2757,8388,41330,13401,2018-1-5,5,9.633232
2503,7232,19301,53907,2017-5-31,5,9.661638
9159,4545,1177,2740,2016-4-11,5,9.464762
7256,489,1523,10208,2017-12-21,5,9.488572
9341,7802,148837,64746,2017-3-28,5,9.698681
796,3156,90,1442,2017-3-10,5,9.573819
3653,4733,740,6163,2015-12-7,5,9.019755
4684,551,13321,11466,2016-8-10,5,9.232529
1434,4121,40247,12601,2017-12-26,5,9.681041
3215,5700,57384,29240,2017-12-28,5,9.769637
507,9990,15508,46550,2015-12-18,5,9.504874
9279,8830,3173,29387,2017-2-21,5,9.462561
6165,4446,720,5437,2015-1-15,5,8.88418
7736,6664,30,248,2018-2-23,5,9.797934
9231,4097,191,542,2016-10-20,5,9.597563
4393,4546,543,6269,2016-7-28,5,9.432286
6754,4746,141,7557,2016-4-21,5,9.753526
5046,7815,37729,36102,2014-11-21,5,9.738508
6744,5169,41400,28937,2016-1-14,5,9.538705
5460,8586,1956,28947,2014-8-9,5,9.19771
197,5660,52434,30197,2017-1-30,5,9.172077
7251,2222,81024,93767,2015-8-24,5,9.478246
5847,886,547,23719,2016-6-2,5,9.32449
2475,6359,28821,30997,2015-1-21,5,9.399416
4103,3183,1331,53087,2014-8-24,5,9.069082
8851,7158,13305,1103,2017-9-18,5,9.337767
1922,6866,506,12170,2016-9-6,5,8.987501
2899,629,3032,20115,2014-10-15,5,9.417392
1813,3774,30882,14731,2017-8-17,5,9.719551
4365,2982,6093,49970,2014-4-2,5,9.431305
5476,5196,14623,24729,2013-8-9,5,9.53684
9611,9253,3482,11603,2013-8-14,5,9.910852
3110,7655,13012,98698,2013-11-14,5,9.456334
7935,4071,505,6606,2016-1-13,5,9.909632
7052,9743,6952,64030,2013-10-31,5,9.447722
5199,2719,34408,237327,2013-10-30,5,9.376256
1554,9750,40593,10058,2014-7-4,5,9.7004
4819,729,908,4024,2014-10-22,5,9.840193
5407,2060,31719,204219,2012-8-27,5,9.358926
8086,5344,5112,26257,2014-11-28,5,9.337037
1514,7435,195,713,2018-3-23,5,-1
4228,9974,1713,2877,2017-9-27,5,9.924195
7767,2879,3851,6480,2017-10-5,5,9.821626
3042,5832,4005,57452,2016-3-4,5,9.330218
4225,2721,545,8829,2012-7-10,5,9.673578
2718,8431,854,908,2015-9-29,5,9.852494
4229,2258,677,33872,2017-3-7,5,9.131128
2274,60,2035,11121,2017-10-27,5,9.580686
5565,8219,454,1834,2015-12-24,5,9.14895
173,4565,4203,31618,2016-12-23,5,9.093177
7346,19,7075,27094,2016-7-27,5,9.203076
6914,6757,10170,1542,2018-1-23,5,9.554612
9744,9528,1158,23541,2015-6-11,5,9.381194
463,6415,13924,22245,2015-10-16,5,9.581059
5588,3017,25315,3000,2017-8-22,5,9.547945
5851,8668,2125,12300,2015-7-27,5,9.594736
27,8071,80,1547,2017-10-26,5,9.770611
6136,1552,1646,8173,2017-8-22,5,9.938141
3028,7684,26960,4588,2017-10-18,5,9.034297
1584,8790,3055,17238,2017-4-29,5,9.27879
5723,3721,21127,4892,2017-10-19,5,9.723808
3451,2356,692,9110,2016-12-16,5,9.653564
2427,5414,561,48977,2017-10-24,5,9.207148
2013,7156,1906,944,2016-4-18,5,9.66578
5887,3725,11989,28805,2015-10-16,5,9.75644
9172,5491,9167,22497,2016-3-9,5,9.668973
6490,5111,1052,3095,2018-3-6,5,9.965287
5248,9101,3451,30329,2017-5-16,5,9.307741
1681,3862,220,410,2017-3-16,5,9.115086
6755,8454,183,2311,2017-10-25,5,9.116495
7037,7935,1777,31816,2016-8-10,5,9.297275
5138,5412,58045,65420,2016-3-11,5,9.338138
5963,8641,240,14533,2017-11-1,5,-1
7493,7064,340,527,2016-12-12,5,9.589426
844,1423,3100,12688,2015-4-24,5,9.639712
1954,1963,898,587,2015-12-29,5,9.618293
4129,9953,65194,64368,2017-7-25,5,9.652891
9645,2614,2063,44463,2015-2-26,5,9.420971
3657,3847,324,767,2015-6-8,5,9.392942
2900,8057,18442,72649,2016-6-3,5,9.541339
1353,3144,48,1773,2017-9-15,5,9.505895
6880,5452,4045,151667,2016-3-18,5,9.396645
5941,1959,302,1001,2016-11-29,5,9.508978
2324,6206,167,1151,2017-1-10,5,9.340328
3525,3407,3710,12475,2015-8-10,5,9.709485
9202,4128,819,5034,2016-10-21,5,9.669594
5306,7398,1040,142,2017-11-20,5,9.631812
1209,3314,26970,3371,2017-9-28,5,9.068902
5600,1455,84,711,2017-3-21,5,9.883037
3645,1465,880,32637,2016-9-30,5,9.276173
1950,5777,11269,112709,2012-8-29,5,9.389598
6214,687,319,6873,2016-11-25,5,9.68487
8739,6226,67939,67180,2015-3-4,5,9.735172
1887,2192,2287,41778,2016-9-19,5,9.435117
8393,8308,1679,61241,2015-12-2,5,8.993046
8629,9357,85,280,2017-12-26,5,-1
681,5527,59196,70512,2017-6-15,5,9.524907
3379,8651,138,401,2017-3-3,5,9.298618
7452,1032,65528,92983,2017-6-15,5,9.674372
5502,5771,87097,8205,2018-1-13,5,9.82954
3881,5327,1058,247,2017-5-2,5,-1
9451,6130,3355,17258,2018-1-10,5,9.676844
2668,6479,8241,56639,2015-9-6,5,9.580452
2075,2902,11145,2413,2015-6-16,53,9.641989
1211,4209,2459,18132,2015-9-14,53,9.715299
8385,6616,5317,27774,2014-8-6,53,9.603309
1687,9224,1275,19078,2016-2-14,53,9.487206
9378,6560,7235,6123,2016-11-25,53,9.827564
1635,2035,2368,4387,2017-12-29,53,9.886406
5591,8759,286,351,2016-1-4,53,9.676849
3675,3514,167,3002,2016-8-9,53,9.337807
6393,2106,1439,559,2017-10-20,53,9.711944
5983,7109,54,230,2016-11-1,53,-1
2318,10094,1122,537,2017-6-19,53,9.778336
1432,2370,91,673,2016-11-17,53,9.86346
7705,6497,25174,67138,2015-3-20,53,9.795409
7712,1279,350,2012,2013-1-22,53,9.506089
1255,2267,190,409,2017-12-8,53,9.897497
2945,7356,29684,13705,2016-3-30,53,9.719426
1244,5275,51978,14024,2014-1-10,53,9.388934
694,7218,21755,14140,2016-9-12,53,9.67544
4130,8714,5262,35400,2014-11-20,53,9.093617
7618,9155,6082,30070,2017-6-5,53,9.506171
554,3630,524,21658,2016-6-7,53,9.707923
9730,2237,2706,47115,2014-11-24,53,9.186402
6907,7534,21494,129147,2015-10-9,53,9.274555
5751,1025,38,1074,2017-9-23,53,8.898615
4662,5410,20493,19468,2015-8-13,53,9.613863
7508,2231,1360,1763,2015-10-14,53,9.501189
8275,2809,1869,22685,2015-4-20,53,9.487946
1586,8362,1875,70900,2013-6-8,53,9.565844
202,8925,818073,412683,2013-11-20,53,9.528397
4439,9939,3330,5555,2015-7-30,53,9.676531
6758,7793,4149,45566,2013-11-15,53,9.736675
8343,6326,25914,15524,2017-11-29,53,9.504672
8519,7697,1177,2312,2017-7-28,53,9.619505
4389,2689,4924,61936,2011-8-19,53,9.479182
9263,9839,235,375,2017-9-2,53,9.81792
448,6839,306,9969,2017-8-1,53,9.494918
1446,5600,1776,49792,2015-3-1,53,9.793808
8653,8066,435,2806,2016-10-28,53,9.783566
2673,691,1264,843,2015-8-3,53,9.89268
4519,8138,101,3113,2018-2-27,53,8.851246
3774,7811,1307,8353,2013-8-16,53,9.293
7344,10003,19725,88608,2015-7-21,53,9.476583
5699,8864,1538,6965,2017-8-21,53,9.128425
8150,3763,1039,3042,2016-12-10,53,9.406559
8459,7639,1749,30220,2014-11-6,53,9.693938
2678,3265,22788,210069,2014-5-6,53,9.332348
5545,72,586,1363,2017-7-21,53,9.544427
4579,2755,57290,5127,2018-1-11,53,9.81129
4854,8631,52028,63388,2013-5-23,53,9.670038
3330,5829,419,7854,2016-11-4,53,9.357545
4647,9597,1844,3007,2017-6-5,53,9.130059
3537,2779,572,1561,2016-11-4,53,9.574326
1437,235,4038,12728,2018-3-4,53,9.962389
9675,8062,1338,9069,2017-5-13,53,9.555236
3075,9632,3776,41345,2016-2-1,53,9.183685
4245,7471,11619,17273,2015-3-4,53,9.505598
8762,10374,438,15918,2014-8-15,53,-1
7701,6229,20615,766,2017-9-6,53,9.845788
8134,1206,10270,313886,2012-3-20,53,9.351164
4561,1526,582,9427,2016-8-5,53,9.5499
7611,10186,1959,20193,2017-11-29,53,9.388997
3211,4904,7916,34075,2016-7-4,53,9.515311
4445,3788,561,2358,2016-8-11,53,9.409361
3616,6869,1503,9885,2018-3-4,53,9.400774
5991,5608,21139,22342,2017-3-31,53,9.3086
695,9539,1211,7317,2015-3-3,53,9.590957
8204,5089,3467,14175,2015-6-16,53,9.57522
4556,5592,20027,55290,2013-5-2,53,9.624422
4133,8688,196,4059,2017-10-18,53,9.471327
2987,513,44144,97303,2013-6-20,53,9.499452
6449,4728,56858,257415,2016-2-29,53,9.596693
2701,1536,4094,13851,2017-2-28,53,9.473436
9320,2740,4586,6260,2015-5-5,53,9.705332
1164,2882,4467,38050,2013-8-28,53,9.542214
5231,5772,88,1972,2018-1-17,53,9.68256
6125,3209,22868,164266,2013-8-29,53,9.521002
1555,2063,4300,8523,2015-11-20,53,9.953254
6168,1745,1119,3295,2016-5-9,53,9.406962
3264,8922,151473,198716,2014-10-15,53,9.531546
674,1578,7579,13055,2017-10-20,53,9.235184
1339,565,2136,46686,2013-9-9,53,9.243855
5857,8842,2047,5981,2017-7-4,53,9.7326
5832,8437,604,15529,2017-8-14,53,9.340247
9582,3408,2104,15487,2013-12-17,53,9.569618
5082,8583,24212,174760,2014-3-27,53,9.420799
8251,7277,8654,90877,2014-4-17,53,9.400763
1784,673,104911,78262,2015-3-5,53,9.404588
6509,963,31745,12401,2017-3-2,53,9.460156
8894,4753,673,1940,2017-10-20,53,9.576123
9194,4252,2874,910,2017-9-15,53,9.826454
1639,2304,2366,12204,2014-8-8,53,9.369078
2174,4033,267,1565,2013-12-11,53,9.572606
6821,1000,202,2155,2016-2-19,73,8.869409
4010,4316,24234,125843,2015-4-28,73,9.253344
5078,4384,868,22820,2017-11-16,73,9.814652
6660,8835,1425,71337,2017-3-6,73,9.271284
417,6272,1103,14908,2017-7-18,73,9.517978
1614,498,124,7035,2017-10-18,73,9.78276
544,1444,31372,338143,2013-6-7,41,9.411979
8157,7184,156720,169618,2018-3-12,41,9.556526
180,1826,123507,56313,2013-7-8,41,9.619009
6895,1961,650327,909241,2014-10-11,41,9.491085
1670,6721,438,3610,2017-8-18,41,9.097529
6265,331,26445,18867,2016-8-8,41,9.463864
8789,2275,53754,60606,2016-3-4,41,9.219185
3501,9512,243,12945,2017-8-22,41,9.417333
1536,9034,2688,14099,2017-6-8,55,9.24363
3545,4173,110093,38996,2017-6-13,55,9.188468
6245,8159,21919,3996,2017-7-24,55,9.754187
2625,442,1291,13661,2015-9-1,55,9.548755
8508,9621,675,13249,2018-2-28,55,9.887997
8549,4784,5243,35422,2017-6-1,55,9.457836
2458,8357,90241,100995,2016-9-7,55,9.490124
815,666,27784,335533,2012-12-6,55,9.048411
3732,9821,2909,41031,2016-10-13,55,9.588048
1806,2939,685,9889,2017-9-23,55,9.169057
9540,8564,23545,35616,2017-5-5,55,9.638095
7447,5362,1169,11661,2017-12-31,14,9.261646
2053,2084,26525,219253,2014-8-6,7,9.613675
8770,1159,36734,624673,2012-9-4,7,9.467655
5775,8384,3098,7410,2016-9-9,16,9.115119
3591,5025,520,1458,2015-12-25,22,9.681407
6162,8352,3800,3247,2017-11-23,22,9.587441
3896,9233,9263,19831,2017-6-20,22,9.249301
5507,4023,716,3299,2017-12-12,34,9.847917
314,3907,766,22460,2016-7-7,86,9.025491
1792,778,21355,1310,2017-12-4,86,9.157428
3404,5245,19117,80076,2017-1-14,86,9.660954
8012,6609,29751,215339,2016-1-12,86,9.506976
6331,9027,5467,11453,2016-3-4,86,9.572628
945,601,20887,134645,2015-11-4,86,9.53564
3688,8081,1257,3957,2016-10-12,86,9.997657
2505,5072,2300,6789,2012-9-14,86,9.322274
377,4515,2742,17708,2017-1-14,86,9.673804
1151,9818,13889,13029,2017-6-12,86,9.713036
4940,7477,119541,90483,2013-12-11,86,9.705713
7812,4493,268,19198,2016-6-21,86,9.742445
3691,6556,19224,31523,2014-11-5,86,9.367773
5508,5440,13888,53004,2015-4-14,86,9.626733
6684,3419,476,4624,2017-4-20,86,9.740205
5159,6646,2876,31857,2015-11-20,86,9.480799
3646,2382,21308,5471,2017-4-24,86,9.639892
2845,121,23988,53717,2017-4-28,86,9.705613
1145,132,42159,336185,2015-3-6,86,9.56456
5885,5520,1485,71287,2015-11-17,86,9.411762
5361,7502,315,4595,2016-6-22,86,9.758836
6103,5624,1638,21632,2015-10-10,86,9.324742
7691,1726,12357,17469,2017-4-6,86,9.067096
6310,8521,23762,15415,2017-7-6,86,9.83621
7050,6364,1404,6228,2017-11-23,86,9.899898
201,3466,65,391,2017-9-26,86,9.730377
7804,9895,3584,12993,2016-8-23,86,9.355461
4701,5290,4234,25566,2016-3-2,86,9.662035
8092,8374,75,2674,2017-3-3,86,9.123308
6539,2943,141,3555,2017-7-7,86,9.428872
4800,3355,1627,47256,2017-7-10,86,9.71396
6206,6242,52630,6351,2018-1-26,86,9.847099
8799,1776,8740,68584,2015-2-7,86,9.304861
6630,7808,115170,31402,2017-10-16,86,9.705742
6602,10212,22858,13481,2016-3-24,86,9.366017
5875,7402,147562,20952,2018-1-18,86,9.666916
7999,8936,111225,45259,2015-5-8,86,9.51509
9448,4945,21089,33646,2013-5-23,86,9.677738
3908,8823,26441,14432,2017-4-12,86,9.416158
3401,9189,25,800,2017-9-13,86,9.368098
9106,7256,7420,18691,2017-2-10,86,9.573566
9620,5262,54652,25455,2017-1-5,86,9.717156
7623,307,2561,2848,2017-9-29,86,9.765695
9648,5595,584,6261,2017-5-8,86,9.498073
4126,3521,7509,56138,2017-3-21,86,9.298545
7683,6840,20939,65366,2015-11-20,86,9.288529
7430,10185,1139,11670,2017-3-20,86,9.625046
4108,1953,33294,54462,2012-6-21,86,9.044809
1534,9455,3001,51409,2012-9-7,86,9.589496
6084,508,602,4949,2017-4-25,86,9.756111
8077,4590,31871,242893,2015-7-2,86,9.105069
4984,3373,3889,20451,2015-6-11,86,9.444042
1736,9968,59612,83542,2016-4-12,86,9.767239
6627,1422,8004,21347,2015-9-18,86,9.199788
856,4461,8598,40342,2016-4-11,86,9.757238
1833,6259,402,884,2017-6-27,86,9.619508
7614,10251,2037,13202,2016-6-18,86,9.321077
784,10371,2656,10887,2017-4-21,86,9.496168
1188,5808,19742,61835,2015-10-16,86,9.415683
2210,6752,1526,25545,2015-10-20,86,9.632341
6327,3272,546,4434,2015-10-31,86,9.763782
2058,6796,4954,81567,2013-5-23,86,9.77341
1467,9260,136310,100240,2016-11-10,86,9.725538
7538,663,1442,8762,2015-10-17,86,9.303251
3452,1862,4136,17258,2017-3-27,86,9.318208
9467,3509,154,18636,2017-5-9,86,9.347436
1084,9298,4482,33559,2017-11-29,86,9.819768
8922,6470,5288,39165,2015-8-5,86,9.474185
6934,6116,3773,13640,2016-7-12,86,9.474682
3220,10382,21624,62472,2012-7-19,86,9.512271
7072,3021,37071,77964,2017-6-29,86,9.255469
6391,4920,1440,35182,2015-7-29,86,9.247236
7085,2345,319,2456,2017-7-12,86,9.773225
2010,1361,258362,408015,2015-6-26,86,9.396364
5863,1306,8577,97826,2014-12-3,86,9.40855
6879,4122,164884,625316,2015-6-17,86,9.400701
4886,8049,119,8807,2017-11-3,86,9.492561
4992,4529,805,690,2017-4-26,86,-1
8769,7614,21730,43018,2016-7-14,86,9.58602
1591,8202,170,1332,2017-6-5,86,9.487711
6715,312,210,3814,2017-6-6,86,9.501089
1928,2323,32386,41712,2017-3-8,86,9.604905
